Score,"Organism Id","Organism Name",Name,Track,"Protein Id","Transcript Id",Location,Scaffold,Start,End,Strand,Annotations,"User Annotations"
0.076912,Grifr1,"Grifola frondosa 9006-11","transcript:OBZ74161","ExternalModels",12740,12740,"scaffold_5:923,135-927,675 (-)","scaffold_5",923135,927675,"(-)","TCDB:1.C.39.4.1 IPRF:ipr020864 PFD:pf01823",""
0.066139,Flafl1,"Flavodon flavus 38 v1.0","fgenesh1_pg.5_#_727","fgenesh1_pg",1322978,1323264,"scaffold_5:2,614,414-2,616,249 (-)","scaffold_5",2614414,2616249,"(-)","TCDB:1.C.39.4.1 IPRF:ipr020864 PFD:pf01823",""
0.066139,Flafl1,"Flavodon flavus 38 v1.0","fgenesh1_pg.6_#_584","fgenesh1_pg",1323741,1324027,"scaffold_6:2,067,532-2,069,468 (-)","scaffold_6",2067532,2069468,"(-)","TCDB:1.C.39.4.1 IPRF:ipr020864 PFD:pf01823",""
0.066139,Flafl1,"Flavodon flavus 38 v1.0","gm1.740_g","Genemark1",1409903,1410189,"scaffold_1:2,445,539-2,447,416 (+)","scaffold_1",2445539,2447416,"(+)","TCDB:1.C.39.4.1 IPRF:ipr020864 PFD:pf01823",""
0.066139,Flafl1,"Flavodon flavus 38 v1.0","gm1.7942_g","Genemark1",1417105,1417391,"scaffold_7:1,724,677-1,726,534 (+)","scaffold_7",1724677,1726534,"(+)","TCDB:1.C.39.4.1 IPRF:ipr020864 PFD:pf01823",""
0.066139,Flafl1,"Flavodon flavus 38 v1.0","MIX39070_1762_88","null",1458585,1458871,"scaffold_6:1,137,114-1,138,988 (-)","scaffold_6",1137114,1138988,"(-)","TCDB:1.C.39.4.1 IPRF:ipr020864 PFD:pf01823",""
0.066139,Flafl1,"Flavodon flavus 38 v1.0","CE836732_171","null",836733,837019,"scaffold_5:2,541,537-2,543,718 (+)","scaffold_5",2541537,2543718,"(+)","TCDB:1.C.39.4.1 IPRF:ipr020864 PFD:pf01823",""
0.066139,Flafl1,"Flavodon flavus 38 v1.0","CE911938_2292","null",911939,912225,"scaffold_6:1,101,154-1,103,411 (-)","scaffold_6",1101154,1103411,"(-)","TCDB:1.C.39.4.1 IPRF:ipr020864 PFD:pf01823",""
0.066139,Flafl1,"Flavodon flavus 38 v1.0","CE912633_997","null",912634,912920,"scaffold_6:1,133,875-1,136,263 (-)","scaffold_6",1133875,1136263,"(-)","TCDB:1.C.39.4.1 IPRF:ipr020864 PFD:pf01823",""
0.066139,Flafl1,"Flavodon flavus 38 v1.0","CE1038590_19765","null",1038591,1038877,"scaffold_7:1,293,886-1,296,230 (-)","scaffold_7",1293886,1296230,"(-)","TCDB:1.C.39.4.1 IPRF:ipr020864 PFD:pf01823",""
