Score,"Organism Id","Organism Name",Name,Track,"Protein Id","Transcript Id",Location,Scaffold,Start,End,Strand,Annotations,"User Annotations"
0.102615,Butyri1,"Butyriboletus roseoflavus v1.0","evm.model.06600","ExternalModels",7495,7495,"Contig_5:329,385-330,108 (+)","Contig_5",329385,330108,"(+)","TCDB:1.C.39.9.1",""
0.102615,Butyri1,"Butyriboletus roseoflavus v1.0","evm.model.06603","ExternalModels",7498,7498,"Contig_5:332,773-333,221 (-)","Contig_5",332773,333221,"(-)","TCDB:1.C.39.9.1",""
0.090195,Xerba1,"Xerocomus badius 84.06 v1.0","gm1.7347_g","Genemark1",1487106,1487230,"scaffold_146:46,067-46,712 (+)","scaffold_146",46067,46712,"(+)","TCDB:1.C.39.9.1",""
0.090195,Xerba1,"Xerocomus badius 84.06 v1.0","CE801685_5716","null",801686,801810,"scaffold_343:3,362-4,425 (-)","scaffold_343",3362,4425,"(-)","TCDB:1.C.39.9.1",""
0.090105,Abobi1,"Abortiporus biennis CCBS 521 v1.0","gm1.9791_g","Genemark1",559490,560150,"scaffold_13:21,941-23,395 (-)","scaffold_13",21941,23395,"(-)","TCDB:1.C.39.9.1",""
0.090086,Rhives1,"Rhizopogon vesiculosus Smith","augustus_masked-NODE_47581_length_37635_cov_48%252E836590-abinit-gene-0.3-mRNA-1","ExternalModels",8230,8230,"scaffold_4815:11,836-13,624 (+)","scaffold_4815",11836,13624,"(+)","TCDB:1.C.39.9.1 IPRF:ipr020864 PFD:pf01823",""
0.090086,Rhives1,"Rhizopogon vesiculosus Smith","augustus_masked-NODE_47581_length_37635_cov_48%252E836590-abinit-gene-0.4-mRNA-1","ExternalModels",8231,8231,"scaffold_4815:14,055-15,816 (-)","scaffold_4815",14055,15816,"(-)","TCDB:1.C.39.9.1 IPRF:ipr020864 PFD:pf01823",""
0.090060,Amamu1,"Amanita muscaria Koide v1.0","CE100676_4116","null",301913,302023,"scaffold_11:366,008-366,931 (-)","scaffold_11",366008,366931,"(-)","TCDB:1.C.39.9.1",""
0.089995,Rigmic1,"Rigidoporus microporus ED310 v1.0","fgenesh1_kg.27_#_26_#_GDMN01030837.1","fgenesh1_kg",896239,896329,"scaffold_27:52,580-54,337 (-)","scaffold_27",52580,54337,"(-)","TCDB:1.C.39.9.1",""
0.089995,Rigmic1,"Rigidoporus microporus ED310 v1.0","gm1.8839_g","Genemark1",949518,949608,"scaffold_27:49,378-51,152 (-)","scaffold_27",49378,51152,"(-)","TCDB:1.C.39.9.1 IPRF:ipr020864 PFD:pf01823",""
0.089986,Abobie1,"Abortiporus biennis ​CIRM-BRFM 1778 v1.0","CE347465_1985","null",347466,347915,"scaffold_3:136,842-138,623 (-)","scaffold_3",136842,138623,"(-)","TCDB:1.C.39.9.1",""
0.089985,Rhitru1,"Rhizopogon truncatus FC74 v1.0","CE105318_2603","null",105319,105549,"scaffold_10:833,961-835,961 (-)","scaffold_10",833961,835961,"(-)","TCDB:1.C.39.9.1",""
0.089985,Rhitru1,"Rhizopogon truncatus FC74 v1.0","fgenesh1_pg.10_#_203","fgenesh1_pg",833565,833795,"scaffold_10:838,087-839,749 (-)","scaffold_10",838087,839749,"(-)","TCDB:1.C.39.9.1",""
0.089983,Pipbet1_1,"Fomitopsis betulina CIRM-BRFM 1772 v1.1","CE98832_63","null",98833,99323,"scaffold_12:448,728-449,657 (-)","scaffold_12",448728,449657,"(-)","TCDB:1.C.39.9.1",""
0.089983,Pipbet1_1,"Fomitopsis betulina CIRM-BRFM 1772 v1.1","CE108403_4138","null",108404,108894,"scaffold_125:25,773-27,072 (-)","scaffold_125",25773,27072,"(-)","TCDB:1.C.39.9.1",""
0.089983,Pipbet1_1,"Fomitopsis betulina CIRM-BRFM 1772 v1.1","CE251539_15012","null",251540,252030,"scaffold_2:928,442-929,546 (-)","scaffold_2",928442,929546,"(-)","TCDB:1.C.39.9.1",""
0.089983,Pipbet1_1,"Fomitopsis betulina CIRM-BRFM 1772 v1.1","fgenesh1_pg.2_#_207","fgenesh1_pg",791495,791985,"scaffold_2:988,321-989,224 (+)","scaffold_2",988321,989224,"(+)","TCDB:1.C.39.9.1",""
0.089983,Pipbet1_1,"Fomitopsis betulina CIRM-BRFM 1772 v1.1","fgenesh1_kg.10_#_583_#_TRINITY_DN1650_c0_g3_i1","fgenesh1_kg",814396,814886,"scaffold_10:326,889-328,106 (-)","scaffold_10",326889,328106,"(-)","TCDB:1.C.39.9.1",""
0.089983,Pipbet1_1,"Fomitopsis betulina CIRM-BRFM 1772 v1.1","estExt_Genemark1.C_120087","estExt_Genemark1",950311,950801,"scaffold_12:281,851-282,774 (-)","scaffold_12",281851,282774,"(-)","TCDB:1.C.39.9.1",""
0.089983,Cersu1,"Ceriporiopsis (Gelatoporia) subvermispora B","Genemark.309_g","Genemark",90084,102066,"scaffold_1:1,145,318-1,146,538 (+)","scaffold_1",1145318,1146538,"(+)","TCDB:1.C.39.9.1","Defline:hypothetical protein:Robert Riley:2012-04-19"
0.089983,Cersu1,"Ceriporiopsis (Gelatoporia) subvermispora B","estExt_fgenesh1_kg.C_90296","estExt_fgenesh1_kg",115929,127911,"scaffold_9:958,855-960,660 (+)","scaffold_9",958855,960660,"(+)","TCDB:1.C.39.9.1","Defline:hypothetical protein:Robert Riley:2012-04-18"
0.089983,Cersu1,"Ceriporiopsis (Gelatoporia) subvermispora B","estExt_fgenesh1_kg.C_90295","estExt_fgenesh1_kg",115928,127910,"scaffold_9:955,551-957,505 (+)","scaffold_9",955551,957505,"(+)","TCDB:1.C.39.9.1","Defline:hypothetical protein:Robert Riley:2012-04-18"
0.089982,Daequ1,"Daedalea quercina v1.0","fgenesh1_pg.73_#_26","fgenesh1_pg",740613,740733,"scaffold_73:121,281-122,382 (-)","scaffold_73",121281,122382,"(-)","TCDB:1.C.39.9.1",""
0.089982,Daequ1,"Daedalea quercina v1.0","fgenesh1_pg.85_#_14","fgenesh1_pg",740998,741118,"scaffold_85:46,499-47,167 (+)","scaffold_85",46499,47167,"(+)","TCDB:1.C.39.9.1",""
0.089982,Daequ1,"Daedalea quercina v1.0","gm1.7114_g","Genemark1",767776,767896,"scaffold_54:60,095-61,204 (-)","scaffold_54",60095,61204,"(-)","TCDB:1.C.39.9.1",""
0.089982,Daequ1,"Daedalea quercina v1.0","CE441796_13131","null",441797,441917,"scaffold_54:29,815-30,956 (-)","scaffold_54",29815,30956,"(-)","TCDB:1.C.39.9.1",""
0.089981,Bolcoc1,"Boletus coccyginus 2016PMI039 v1.0","gm1.10074_g","Genemark1",2175661,2175893,"scaffold_50:240,493-242,351 (-)","scaffold_50",240493,242351,"(-)","TCDB:1.C.39.9.1 IPRF:ipr020864 PFD:pf01823",""
0.089981,Bolcoc1,"Boletus coccyginus 2016PMI039 v1.0","gm1.10073_g","Genemark1",2175660,2175892,"scaffold_50:236,683-238,489 (+)","scaffold_50",236683,238489,"(+)","TCDB:1.C.39.9.1 IPRF:ipr020864 PFD:pf01823",""
0.089981,Bolcoc1,"Boletus coccyginus 2016PMI039 v1.0","gm1.10075_g","Genemark1",2175662,2175894,"scaffold_50:243,148-244,707 (+)","scaffold_50",243148,244707,"(+)","TCDB:1.C.39.9.1 IPRF:ipr020864 PFD:pf01823",""
0.089981,Bolcoc1,"Boletus coccyginus 2016PMI039 v1.0","gm1.12141_g","Genemark1",2177728,2177960,"scaffold_87:47,191-47,883 (-)","scaffold_87",47191,47883,"(-)","TCDB:1.C.39.9.1",""
0.089981,Bolcoc1,"Boletus coccyginus 2016PMI039 v1.0","gw1.50.116.1","Genewise1",2002971,2003203,"scaffold_50:246,593-248,366 (+)","scaffold_50",246593,248366,"(+)","TCDB:1.C.39.9.1 IPRF:ipr020864 PFD:pf01823",""
0.089979,PosplRSB12_1,"Postia placenta MAD-698-R-SB12 v1.0","fgenesh1_pm.24_#_5","fgenesh1_pm",1050751,1050751,"scaffold_24:20,285-21,178 (-)","scaffold_24",20285,21178,"(-)","TCDB:1.C.39.9.1",""
