Score,"Organism Id","Organism Name",Name,Track,"Protein Id","Transcript Id",Location,Scaffold,Start,End,Strand,Annotations,"User Annotations"
0.081156,Fibra1,"Fibroporia radiculosa TFFH 294","FIBRA_02864m.01","ExternalModels",1690,1690,"scaffold_1445:22,071-24,508 (+)","scaffold_1445",22071,24508,"(+)","TCDB:1.C.97.1.1",""
0.071287,Leisp1,"Leiotrametes sp. CIRM-BRFM 1775 v1.0","estExt_Genemark1.C_2830004","estExt_Genemark1",1439526,1439859,"scaffold_283:6,413-7,157 (+)","scaffold_283",6413,7157,"(+)","TCDB:1.C.97.1.1",""
0.071273,Sisbr1,"Lentinus tigrinus v1.0","estExt_fgenesh1_pm.C_450030","estExt_fgenesh1_pm",610226,610530,"scaffold_45:100,460-103,016 (-)","scaffold_45",100460,103016,"(-)","TCDB:1.C.97.1.1",""
0.071273,Sisbr1,"Lentinus tigrinus v1.0","CE324637_1806","null",324638,324942,"scaffold_45:141,509-143,942 (+)","scaffold_45",141509,143942,"(+)","TCDB:1.C.97.1.1",""
0.071261,Polar1,"Polyporus arcularius v1.0","estExt_Genemark1.C_15480002","estExt_Genemark1",668429,668711,"scaffold_1548:2,830-3,526 (+)","scaffold_1548",2830,3526,"(+)","TCDB:1.C.97.1.1",""
0.071179,Borrad1,"Boreostereum radiatum TFC1981-005 v1.0","fgenesh1_kg.79_#_54_#_TRINITY_DN2075_c0_g1_i2","fgenesh1_kg",1773909,1774169,"scaffold_79:15,230-16,963 (-)","scaffold_79",15230,16963,"(-)","TCDB:1.C.97.1.1",""
0.071173,Serbor1,"Serpulomyces borealis OMC1750 v1.0","CE259212_2060","null",259213,259467,"scaffold_13:230,996-231,845 (+)","scaffold_13",230996,231845,"(+)","TCDB:1.C.97.1.1",""
0.071173,Serbor1,"Serpulomyces borealis OMC1750 v1.0","gm1.5201_g","Genemark1",1861927,1862181,"scaffold_13:222,865-224,608 (-)","scaffold_13",222865,224608,"(-)","TCDB:1.C.97.1.1",""
0.071170,Hydpi2,"Hydnomerulius pinastri v2.0","gm1.6523_g","Genemark1",29368,29502,"scaffold_16:326,661-328,262 (-)","scaffold_16",326661,328262,"(-)","TCDB:1.C.97.1.1 IPRF:ipr010916",""
0.071163,Melbro1,"Melanogaster broomeianus MBLB.BST v1.0","fgenesh1_pg.29_#_23","fgenesh1_pg",62201,62433,"scaffold_29:69,678-71,455 (-)","scaffold_29",69678,71455,"(-)","TCDB:1.C.97.1.1",""
0.071163,Sebvebe1,"Serendipita vermifera ssp. bescii NFPB0129 v1.0","CE350594_1682","null",350595,350664,"scaffold_36:110,325-112,463 (+)","scaffold_36",110325,112463,"(+)","TCDB:1.C.97.1.1",""
0.071154,Lenti7_1,"Lentinus tigrinus ALCF2SS1-7 v1.0","fgenesh1_kg.15_#_48_#_Locus11782v1rpkm2.00","fgenesh1_kg",535826,536119,"scaffold_15:165,555-167,923 (+)","scaffold_15",165555,167923,"(+)","TCDB:1.C.97.1.1",""
0.071154,Lenti7_1,"Lentinus tigrinus ALCF2SS1-7 v1.0","CE90254_1091","null",90255,90548,"scaffold_15:124,511-126,959 (-)","scaffold_15",124511,126959,"(-)","TCDB:1.C.97.1.1",""
0.071154,MroMCA2997_1,"Moniliophthora roreri MCA 2997","Moror_2668","ExternalModels",15544,15544,"sctg_720002:11,633-12,228 (+)","sctg_720002",11633,12228,"(+)","TCDB:1.C.97.1.1",""
0.071153,Lenti6_1,"Lentinus tigrinus ALCF2SS1-6 v1.0","fgenesh1_pm.54_#_43","fgenesh1_pm",588865,589157,"scaffold_54:170,830-172,868 (+)","scaffold_54",170830,172868,"(+)","TCDB:1.C.97.1.1",""
0.071153,Lenti6_1,"Lentinus tigrinus ALCF2SS1-6 v1.0","CE343897_916","null",343898,344190,"scaffold_54:129,472-131,930 (-)","scaffold_54",129472,131930,"(-)","TCDB:1.C.97.1.1",""
0.071146,Botbo1,"Botryobasidium botryosum v1.0","CE406650_1561","null",599990,600153,"scaffold_9:143,160-144,647 (-)","scaffold_9",143160,144647,"(-)","TCDB:1.C.97.1.1",""
0.071146,Botbo1,"Botryobasidium botryosum v1.0","estExt_Genemark1.C_630034","estExt_Genemark1",191077,191240,"scaffold_63:118,942-121,105 (-)","scaffold_63",118942,121105,"(-)","TCDB:1.C.97.1.1 IPRF:ipr008985",""
0.071139,Piswes1,"Pisolithus tympanobaculus R1 v1.0","CE731052_777","null",731053,731053,"scaffold_194:45,395-46,677 (-)","scaffold_194",45395,46677,"(-)","TCDB:1.C.97.1.1",""
0.071137,Chopur1,"Chondrostereum purpureum OMC1767 v1.0","CE302315_1755","null",302316,302316,"scaffold_230:72,138-74,360 (-)","scaffold_230",72138,74360,"(-)","TCDB:1.C.97.1.1",""
0.071137,CerAGI,"Ceratobasidium sp. anastomosis group I; DN8442 v1.0","CE217372_149","null",217373,217501,"scaffold_30:112,764-114,949 (+)","scaffold_30",112764,114949,"(+)","TCDB:1.C.97.1.1 IPRF:ipr001229",""
0.071128,Tulca1,"Tulasnella calospora AL13/4D v1.0","gm1.7037_g","Genemark1",23482,23573,"scaffold_70:162,127-163,226 (+)","scaffold_70",162127,163226,"(+)","TCDB:1.C.97.1.1",""
0.071128,Tulca1,"Tulasnella calospora AL13/4D v1.0","gm1.7038_g","Genemark1",23483,23574,"scaffold_70:168,766-170,284 (+)","scaffold_70",168766,170284,"(+)","TCDB:1.C.97.1.1",""
